* Measurement data measured by REW V5.20.13
* Source: /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt
* Format: Comma/Tab/Space delimited data
* Dated: Feb 21, 2023 8:24:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: port and woofer nearfield
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
5788.650879	88.897	77.1319
5830.597656	88.164	77.6927
5872.848633	87.395	80.7315
5915.405762	86.630	86.6727
5958.271484	85.940	95.0534
6001.447266	85.378	104.4081
6044.936523	84.947	112.8322
6088.740234	84.614	118.9042
6132.861816	84.348	122.2822
6177.303223	84.125	123.5260
6222.066406	83.930	123.4767
6267.154297	83.752	122.7982
6312.568359	83.574	121.8491
6358.312012	83.368	120.7654
6404.386719	83.103	119.5759
6450.795898	82.745	118.2803
6497.541016	82.272	116.9165
6544.625000	81.667	115.6280
6592.049805	80.921	114.7535
6639.818359	80.035	114.9092
6687.933594	79.028	116.9769
6736.396973	77.963	121.9283
6785.211426	77.001	130.4501
6834.379883	76.455	142.4276
6883.904785	76.662	156.5984
6933.788574	77.635	170.7997
6984.033691	79.037	-177.2194
7034.642578	80.521	-168.9877
7085.618652	81.888	-165.0004
7136.963867	83.050	-164.8859
7188.681152	83.975	-167.7556
7240.773438	84.655	-172.4977
7293.243164	85.103	-178.0216
7346.092773	85.344	176.5383
7399.325684	85.413	171.7137
7452.944336	85.355	167.7068
7506.951172	85.212	164.4775
7561.350098	85.025	161.8928
7616.142578	84.828	159.8513
7671.332031	84.642	158.3159
7726.921875	84.478	157.2823
7782.914551	84.335	156.7175
7839.312500	84.204	156.5067
7896.119629	84.075	156.4583
7953.337891	83.943	156.3503
8010.971191	83.808	156.0015
8069.021973	83.668	155.3369
8127.493164	83.519	154.4235
8186.388672	83.353	153.4114
8245.710938	83.158	152.4088
8305.461914	82.916	151.4071
8365.647461	82.595	150.3535
8426.267578	82.156	149.3210
8487.328125	81.574	148.6392
8548.831055	80.859	148.7905
8610.779297	80.062	150.2244
8673.176758	79.247	153.3261
8736.026367	78.474	158.4338
8799.331055	77.818	165.6576
8863.094727	77.409	174.5949
8927.320312	77.388	-175.8281
8992.010742	77.782	-167.1212
9057.170898	78.447	-160.6021
9122.802734	79.179	-156.7818
9188.910156	79.835	-155.2427
9255.497070	80.359	-155.0535
9322.566406	80.757	-155.3204
9390.121094	81.067	-155.5467
9458.166016	81.326	-155.6916
9526.704102	81.555	-155.9560
9595.738281	81.748	-156.5270
9665.273438	81.890	-157.4699
9735.311523	81.957	-158.7810
9805.857422	81.929	-160.4602
9876.915039	81.782	-162.5131
9948.487305	81.491	-164.8308
10020.578125	81.027	-167.0480
10093.191406	80.361	-168.4791
10166.331055	79.474	-168.1872
10240.000000	78.363	-165.1604
10314.203125	77.076	-158.5668
10388.944336	75.774	-148.0225
10464.226562	74.849	-133.8702
10540.054688	74.858	-117.3658
10616.432617	75.961	-100.5535
10693.363281	77.687	-85.6896
10770.852539	79.536	-74.4673
10848.902344	81.273	-67.5328
10927.517578	82.829	-64.5442
11006.703125	84.207	-64.6081
11086.461914	85.421	-66.7579
11166.798828	86.480	-70.2544
11247.718750	87.375	-74.6534
11329.223633	88.097	-79.6811
11411.320312	88.647	-85.0344
11494.011719	89.057	-90.3111
11577.301758	89.395	-95.2141
11661.195312	89.726	-99.8621
11745.697266	90.063	-104.7971
11830.811523	90.351	-110.5761
11916.542969	90.520	-117.3712
12002.894531	90.528	-124.9813
12089.873047	90.362	-133.1204
12177.480469	90.014	-141.5738
12265.723633	89.478	-150.1325
12354.606445	88.758	-158.5399
12444.132812	87.882	-166.5942
12534.308594	86.883	-174.3137
12625.136719	85.790	177.9659
12716.624023	84.624	169.6319
12808.773438	83.407	159.9650
12901.591797	82.196	148.3371
12995.082031	81.097	134.3116
13089.250000	80.264	117.6431
13184.099609	79.830	98.3309
13279.636719	79.798	76.7912
13375.867188	80.011	53.9614
13472.793945	80.240	31.1651
13570.422852	80.299	9.8480
13668.759766	80.084	-8.6661
13767.809570	79.571	-23.4085
13867.577148	78.782	-33.9310
13968.067383	77.776	-40.3350
14069.285156	76.639	-43.2384
14171.237305	75.483	-43.7538
14273.927734	74.416	-43.3649
14377.362305	73.476	-43.6821
14481.546875	72.605	-46.3173
14586.486328	71.697	-53.1144
14692.185547	70.682	-66.5250
14798.651367	69.620	-89.3372
14905.888672	68.743	-122.9321
15013.902344	68.303	-164.6574
15122.700195	68.259	152.9628
15232.285156	68.380	119.0566
15342.664062	68.692	99.3422
15453.843750	69.519	93.4908
15565.829102	70.969	96.5936
15678.625000	72.715	102.6548
15792.239258	74.373	107.2196
15906.675781	75.722	108.2217
16021.942383	76.674	105.7250
16138.043945	77.214	101.2120
16254.986328	77.393	96.6761
16372.777344	77.325	93.7899
16491.421875	77.195	93.4058
16610.923828	77.239	95.3558
16731.294922	77.622	98.4310
16852.535156	78.280	100.7442
16974.656250	78.973	100.6614
17097.662109	79.485	97.6988
17221.558594	79.724	92.4870
17346.353516	79.668	86.0687
17472.052734	79.295	79.5716
17598.662109	78.574	74.2436
17726.189453	77.504	71.1303
17854.640625	76.147	70.5191
17984.021484	74.621	71.9390
18114.341797	73.038	74.9474
18245.605469	71.439	79.9235
18377.820312	69.788	87.9271
18510.994141	68.077	99.5801
18645.132812	66.444	114.0497
18780.242188	65.175	129.3240
18916.332031	64.488	143.5776
19053.408203	64.336	156.1896
19191.476562	64.573	167.4355
19330.546875	65.126	177.3221
19470.623047	65.887	-174.9755
19611.714844	66.661	-170.3218
19753.830078	67.263	-168.5263
